batch_size,repetition,operation,gas_used
20,22,register_node,47874
20,22,submit_model,483713
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47862
20,22,submit_model,466601
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466601
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466613
20,22,register_node,47874
20,22,submit_model,466697
20,22,register_node,47862
20,22,submit_model,466685
20,22,register_node,47874
20,22,submit_model,466685
20,22,register_node,47874
20,22,submit_model,466697
20,22,register_node,47874
20,22,submit_model,466697
20,22,register_node,47862
20,22,submit_model,466685
20,22,register_node,47874
20,22,submit_model,466685
20,22,register_node,47874
20,22,submit_model,466697
20,22,register_node,47874
20,22,submit_model,466697
20,22,register_node,47874
20,22,submit_model,466685
20,22,close_submissions,30614
20,22,start_aggregation,30757
20,22,publish_global_model,741276
20,22,archive_round,30919
20,23,create_round,47576
20,23,register_node,47874
20,23,submit_model,483713
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466601
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47850
20,23,submit_model,466589
20,23,register_node,47874
20,23,submit_model,466613
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,register_node,47874
20,23,submit_model,466697
20,23,close_submissions,30614
20,23,start_aggregation,30757
20,23,publish_global_model,741276
20,23,archive_round,30919
20,24,create_round,47576
20,24,register_node,47874
20,24,submit_model,483713
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47862
20,24,submit_model,466601
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466613
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466685
20,24,register_node,47850
20,24,submit_model,466673
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466685
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466697
20,24,register_node,47874
20,24,submit_model,466697
20,24,close_submissions,30614
20,24,start_aggregation,30757
20,24,publish_global_model,741276
20,24,archive_round,30919
20,25,create_round,47576
20,25,register_node,47874
20,25,submit_model,483701
20,25,register_node,47874
20,25,submit_model,466601
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47862
20,25,submit_model,466601
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466613
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47862
20,25,submit_model,466685
20,25,register_node,47862
20,25,submit_model,466685
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47874
20,25,submit_model,466697
20,25,register_node,47874
20,25,submit_model,466685
20,25,register_node,47862
20,25,submit_model,466673
20,25,close_submissions,30614
20,25,start_aggregation,30757
20,25,publish_global_model,741276
20,25,archive_round,30919
20,26,create_round,47576
20,26,register_node,47874
20,26,submit_model,483713
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466601
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466613
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47862
20,26,submit_model,466685
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,register_node,47874
20,26,submit_model,466697
20,26,close_submissions,30614
20,26,start_aggregation,30757
20,26,publish_global_model,741276
20,26,archive_round,30919
20,27,create_round,47576
20,27,register_node,47874
20,27,submit_model,483713
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47862
20,27,submit_model,466601
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466613
20,27,register_node,47874
20,27,submit_model,466697
20,27,register_node,47874
20,27,submit_model,466685
20,27,register_node,47874
20,27,submit_model,466697
20,27,register_node,47874
20,27,submit_model,466685
20,27,register_node,47874
20,27,submit_model,466697
20,27,register_node,47874
20,27,submit_model,466697
20,27,register_node,47862
20,27,submit_model,466685
20,27,register_node,47874
20,27,submit_model,466697
20,27,register_node,47862
20,27,submit_model,466685
20,27,register_node,47874
20,27,submit_model,466697
20,27,close_submissions,30614
20,27,start_aggregation,30757
20,27,publish_global_model,741276
20,27,archive_round,30919
20,28,create_round,47576
20,28,register_node,47874
20,28,submit_model,483713
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47862
20,28,submit_model,466601
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466613
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47862
20,28,submit_model,466685
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,register_node,47874
20,28,submit_model,466697
20,28,close_submissions,30614
20,28,start_aggregation,30757
20,28,publish_global_model,741276
20,28,archive_round,30919
20,29,create_round,47576
20,29,register_node,47874
20,29,submit_model,483713
20,29,register_node,47862
20,29,submit_model,466589
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47850
20,29,submit_model,466589
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47874
20,29,submit_model,466613
20,29,register_node,47862
20,29,submit_model,466601
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47874
20,29,submit_model,466685
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47862
20,29,submit_model,466685
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47874
20,29,submit_model,466697
20,29,register_node,47862
20,29,submit_model,466685
20,29,register_node,47874
20,29,submit_model,466697
20,29,close_submissions,30614
20,29,start_aggregation,30757
20,29,publish_global_model,741276
20,29,archive_round,30919
20,30,create_round,47576
20,30,register_node,47874
20,30,submit_model,483713
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47862
20,30,submit_model,466601
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47874
20,30,submit_model,466613
20,30,register_node,47862
20,30,submit_model,466685
20,30,register_node,47874
20,30,submit_model,466685
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47862
20,30,submit_model,466661
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47874
20,30,submit_model,466697
20,30,register_node,47874
20,30,submit_model,466697
20,30,close_submissions,30614
20,30,start_aggregation,30757
20,30,publish_global_model,741276
20,30,archive_round,30919
0,1,authorize_signer,47790
0,1,revoke_signer,25878
0,2,authorize_signer,47790
0,2,revoke_signer,25878
0,3,authorize_signer,47790
0,3,revoke_signer,25878
0,4,authorize_signer,47790
0,4,revoke_signer,25878
0,5,authorize_signer,47790
0,5,revoke_signer,25878
0,6,authorize_signer,47790
0,6,revoke_signer,25878
0,7,authorize_signer,47790
0,7,revoke_signer,25878
0,8,authorize_signer,47790
0,8,revoke_signer,25878
0,9,authorize_signer,47790
0,9,revoke_signer,25878
0,10,authorize_signer,47790
0,10,revoke_signer,25878
0,11,authorize_signer,47790
0,11,revoke_signer,25878
0,12,authorize_signer,47790
0,12,revoke_signer,25878
0,13,authorize_signer,47790
0,13,revoke_signer,25878
0,14,authorize_signer,47790
0,14,revoke_signer,25878
0,15,authorize_signer,47790
0,15,revoke_signer,25878
0,16,authorize_signer,47790
0,16,revoke_signer,25878
0,17,authorize_signer,47790
0,17,revoke_signer,25878
0,18,authorize_signer,47790
0,18,revoke_signer,25878
0,19,authorize_signer,47790
0,19,revoke_signer,25878
0,20,authorize_signer,47790
0,20,revoke_signer,25878
0,21,authorize_signer,47790
0,21,revoke_signer,25878
0,22,authorize_signer,47790
0,22,revoke_signer,25878
0,23,authorize_signer,47790
0,23,revoke_signer,25878
0,24,authorize_signer,47790
0,24,revoke_signer,25878
0,25,authorize_signer,47790
0,25,revoke_signer,25878
0,26,authorize_signer,47790
0,26,revoke_signer,25878
0,27,authorize_signer,47790
0,27,revoke_signer,25878
0,28,authorize_signer,47790
0,28,revoke_signer,25878
0,29,authorize_signer,47790
0,29,revoke_signer,25878
0,30,authorize_signer,47790
0,30,revoke_signer,25878
