scenario_id,seed,client_count,partition,policy_profile,attack_type,method,round,aggregation_status,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B6,1,updated,9,1,0.9,0.7549171270718232,0.446401722895337,0.0058611628825253875,0.012781527664171137,0.012781527664171137,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B6,2,updated,9,1,0.9,0.7549171270718232,0.4455750464716102,0.0052069267032646745,0.01173877479660075,0.01173877479660075,0.19539333944785675
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B6,3,updated,9,1,0.9,0.7551381215469614,0.4473127695806734,0.006188280972155744,0.013824280531741522,0.013824280531741522,0.1950662213582265
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B6,4,updated,9,1,0.9,0.7558011049723757,0.4500370610759272,0.007169635241046813,0.01695253913445268,0.01695253913445268,0.19408486708933537
adversarial,10001,10,joint_dirichlet_0.3,submitted,random_weights,B6,5,updated,9,1,0.9,0.756243093922652,0.451845920388049,0.007823871420307526,0.01903804486959345,0.01903804486959345,0.19343063091007462
adversarial,10002,10,joint_dirichlet_0.3,submitted,none,B0,1,updated,10,0,1.0,0.7646408839779005,0.49164109378614607,0.01908426544162279,0.039924322366736806,0.039924322366736806,0.18200846050383312
adversarial,10002,10,joint_dirichlet_0.3,submitted,none,B0,2,updated,10,0,1.0,0.7661878453038674,0.4981380333472546,0.022028328248295998,0.048266345307299896,0.048266345307299896,0.17971863387642062
adversarial,10002,10,joint_dirichlet_0.3,submitted,none,B0,3,updated,10,0,1.0,0.7677348066298343,0.504545922879487,0.02396407405525711,0.056608368247862986,0.056608368247862986,0.17642049024929607
adversarial,10002,10,joint_dirichlet_0.3,submitted,none,B0,4,updated,10,0,1.0,0.7703867403314917,0.5148601754891591,0.028543727310082097,0.070164155526278,0.070164155526278,0.1724950731737318
adversarial,10002,10,joint_dirichlet_0.3,submitted,none,B0,5,updated,10,0,1.0,0.7712707182320442,0.5212606916784434,0.031106746565482894,0.07954893133441147,0.07954893133441147,0.1691699668157861
adversarial,10002,10,joint_dirichlet_0.3,submitted,label_flip,B0,1,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
adversarial,10002,10,joint_dirichlet_0.3,submitted,label_flip,B0,2,updated,10,0,1.0,0.7511602209944751,0.4289500252397779,0.0,0.0,0.0,0.19994602997186073
