execution_id,artifact_type,cid,client_id,payload_bytes,retrieval_ms,round,upload_ms,verified
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreihaem7bjnnfpp3wmvuupfka56zxqtozrtf6kd77bncedzs2rtvfum,1,91,1.06487498851493,3,32.37425000406802,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreigz37rrsuamehhx4cpwcndwfqeez5itst2jy43zd6bk7niy3ehusq,1,340,20.193417032714933,3,47.57329198764637,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreifu6wyjjujsxxd5horb2mc4lmzutf46tdkjbdqivb6jjyhw6birkq,1,758,18.145791022107005,3,44.76404201705009,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,public,bafkreicj4ow27e62a7v3gcrtmhgta2faguq6oisslbcpdybv2pgfzp4fx4,1,321,22.103625000454485,3,49.74983399733901,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,submission_manifest,bafkreihosp4gestprubuutxd37q4wu2mxkaup4jwwm7deomhxvvhhzoxny,1,544,15.94129198929295,3,50.802167039364576,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,model,bafkreigrs3xz6kdzuu2z6ib3l4rwxra5rhy3iembkv7itspr6kb3crmyvq,2,2249,16.983249981421977,3,50.89870799565688,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metrics,bafkreifjzsuh4jbus7d3bk6di2cy7rtwuxl2lid7qpcqc6ihdh3tcsiopu,2,218,15.930958034005016,3,40.979540965054184,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,metadata,bafkreia2xz7yi4bonoimmsesuyxglm3nltrwh6plqjdgunsyhfsrq2ualq,2,91,0.4433330032043159,3,28.008666005916893,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,bound_manifest,bafkreihkqwuzja7qihn74wbmfq7wzf72hkcny5wjbdocudzndxgp6meutu,2,340,23.00666703376919,3,44.11258298205212,True
seed_10001-clients_5-joint_dirichlet_0.3-submitted-label_flip-B4,proof,bafkreiewfknuqaubzuexqyuaohzt3taa42s2u4ft7pz5a3fgrkcmelaeoe,2,154,0.5745000089518726,3,31.85512503841892,True
